,text,class
967,"My actual rating for chapter 2 is 3.5 but there is option to put that so I choose 3.
Coming to the review,
The ambiance is really nice. Food tastes great.
We had meat lasagnia, roast mutton in Red wine sauce and lamb pepper steak.
Quantity to food in lasagnia was more that enough but I felt the quantity was less in mutton roast and lamb steak compare to the price they are charging for it. I felt sauteed vegetable was really less with steak and roast we ordered. But I loved he laste for food. Quantity should be increase if they are charging this much.
Another negetive aspect i would like to mention is that we had to wait for more than 30 minutes to the food.
Management should keep a look in to this matter. These are not expected in a finedine resturant.",negative
10289,"Finally, we made it in puja.
The on-time service!
Good food quality

The staffs were really cooperative.
We ordered Chicken fried rice, Chicken noodles, Sweet and sour honey chicken, Chicken manchurian
The quantity was comparatively moderate.",positive
7972,"Few days ago had my office party and ordered food from China Bite Kasba. China bite is a great home delivery joint serves authenticated chinese food.

As a starter we tried mayo garlic fish, Chilly Lamb, chicken Drum stick

Chicken Hakka Noodles and Chicken Manchurian was great.

Would love to try again.",positive
2821,"Exact location is unknown cause the mutton biriyani was ordered for home delivery ..
The teast was awesome even my mom who don't like biriyani of any restaurant she enjoyed it with great pleasure ....
But The packaging was not so good the oil was licking from the boxes and one of the box sunk into one other ......
But if we overlook this and say about quality and quantity it was very good ........",positive
7324,"It's an amazing place to be at and the food here is fantastic. We were here for the Bangkok Street food menu launch and a few items on the menu were beyond great!
The cocktail menu has almost every drink you'll come across.
Five spice chilli fish, sticky garlic chicken and the blueberry cheese cake were amazing.
The ambience is very good and the playlist was so good!
Cheers!! ✌️",positive
10416,Probably the best authentic Chinese restaurant in lake town .. price quoted are very reasonable.. the taste is just excellent and quantity is sumptuous.. coming to the ambulance.. it’s not ally all suitable for dining.. one should always opt for take way..,negative
3713,"One of the legendary outlet for cutlets and Kobiraji in North Kolkata situated at college street. It's a ordinary cafe were u can get amazing Cutlets, Kobiraji, Chicken kosa to Chinese dishes. We ordered one fish kobiraji and mutton Kobiraji. Both were really tasty, and quantity wise it was really huge. The only drawback was the oil. According to me it was too oily. Except for that the price was also reasonable 100 for each.",positive
7469,Great roll corner with huge variety of mouth watering rolls . You can opt for the king size chicken roll and its mammoth size really doesn't gets finished quickly.,negative
4037,"This was my 1st visit and loved the place and food at one go. My friend has been visiting this place since long back and finally i made it there. The owner is very nice and he himself suggests the specialty of the day or food as per your taste and mood. We ordered sum biryani, dal makhani, chicken bharta for main course and reshmi kebab and dry chili chicken for starters, ending with tutti fruity. Every item was very tasty and the cooking medium was very good as well, so easy to digest. The pocket pinch is medium, not very expensive not very cheap. Will visit again soon.",positive
6240,"One night had carving to have south Indian food checked tomato n found this joint
Ordered Masala dosha 2pc n dahi vada 2 plate
It was really awesome as no other joint can serve so tasty n hot food so soon n quality was much better than other",positive
3174,"I ordered right now from this restaurant.i ordered special non veg fried rice combo which had one fried rice,chilli chicken and drumstick. First of all they took a lot of time to deliver,more than the actual delivery time. When they delivered actual product,1 item was missing,drumstick was not there.I ordered chicken momo they delivered the soup also,but no drumsticks.1.momo soup 2.momo 3. Fried rice 4. Chilli chicken no drumsticks.I was really disappointed and angry with the services. But I must say their food quality and quantityand taste according to the cost was really good.Very instant and active intiatives taken from both the parties Zomato as well as Resturant owner.They refunded me instantly.Very honest and prompt action.Thank you.",negative
11237,"Only once got myself Biryani from this joint. Trust me only once was enough. Rice was tasteless, mutton needed some axe to tear. Less words for Raj, less disappointment. Recommendation: No",negative
10484,The cafe workers are very rude when we complaint to then about any thing . They say that don't order from nexy time if youl have any problem.,negative
2598,"Awesome ambience .
Interior is too good and classy .
Food is mindblowing .
Staffs are also very polite .
Only one thing it's little overpriced but foods are lip smacking 👌",positive
4212,"After my visit to the Park Street outlet (outside Vardhaan Market) when i saw this in howrah the flavor of the pizza started singing in again.
Even though a vivid pizza lover I Ordered the potato twister (Tandooori Flavor) I was a bit nervous this time coz who eats potato outside. But they changed my view, this potato should be tasted. Really liked the flavor a lot and how it was presented. Kudos to the makers.
Then I had to try the pasta returned in the evening to try the pasta . I thank myself for doing it.

I would recommend it to everyone. Just try it once and if you don't want to visit it again I would take it all back.",positive
3388,"Pathetic food , pathetic service , bad packaging . Ordered Matar Malai Masala and Butter Tandoori Rotis last day . The order came late thanks to the dhaba who had no clue about the order . On calling , a rude person says and I quote "" Aapko apna order aake lena padega "" , then I made him understand that I have opted for Home delivery to which he said "" Aisa bolo na , ghuma ke kyu bol rahe ho "" .
The Rotis were bad too . No taste and had tooth-breaking ability as if made an hour ago . Quantity is less than half plate of other restaurants .
I wish I could give a 0* to them .",negative
6034,"Today ordered their non-veg thali and enjoyed it a lot.
The thali consistent of
Dal
Rice
Salad
Papad
Chicken &
Aloodum
The taste of the thali was amazing as it felt homemade. Would love to order food from them. Their chicken thali is a must try. Try it once, you'll love it.",positive
3315,"Ohk, I'm actually changing my previous review for this restaurant.. !!
I took a delivery from this restaurant, and it was miserable... After my very bad review, they called me up, and apologized... And as everyone deserves a 2nd chance, i took their offer of trying their food again...
And i must say... I wasn't at all disappointed.
The taste of their biriyani is a bit different that is served in kolkata, but it's one of a kind.
And their hospitality is really good.
Hope to be back soon.
But they should control their quality, so that not even a customer is served with bad food.
Hope to visit soon!",positive
6344,"I was really bold over by the hospitality.extremely good food.really nice people.i will seriously recommend people to try this place and get your tastebuds satiated.

#bhukkadbro
Dipanjan Nandi Aabesh Banerjee Https://www.instagram.com/bhukkadbro/",positive
3780,Smoking hot biriyani.. A place for biriyani lovers.. Taste is amazingly awesome. Reasonable pricing. Drop in to experience the taste of authenticity.,positive
8564,"Amazing food, mouth-watering, very good quality food, Good place to hangout with friends, very friendly environment, people should go and visit the place",positive
1973,"This place is located just behind the pantaloons at Gariahat.The decor of this place is very quirky with taxis , cycles,khatiyas and dabbas used as decor items. A fun decor but certainly not good for photography as the lighting is very dim. Gives you dhaba vibes. We went there for chilling and had beer with tandoori chicken.The tandoori chicken was simply rustic and yum!!!! Perfectly paired with the chilled beer!!The staffs are courteous and the service was quick enough.A nice and easy on pocket place for hanging out with friends.
#HappyEating!",positive
7561,Sabzi i ordered was good butter paneer masla n mix veg but tandoori roti was not good..it was too chewy..had to chew alot to finish it so it was not good,negative
2144,"One of the best veg restaurants hands down. I am an avid non vegetarian , yet I like visiting this place. The taste of the food is really great. And the ambience is soothing too . I really love their flambe paneer.. everytime i visit I make sure I have it. It it really that good.

Also worth trying are their signature dishes and desserts.",positive
4997,"One of the best old school eateries of Kolkata where pure ghee is used to fry a large amount of prawns and made into a cutlet. Must try in my honest opinion. Chicken cutlet is good too! The place is very hygienic and fresh food is served.
                                                orangewayfarer.com",positive
10546,This is a small shop located at golpark just beside dhanwantry medicine shop it doesn't appear to you from a distance but you can have an idea about whether it is opened or not from a distance just by looking at the crowd standing in front of the shop waiting to treat their taste buds with some really good fried stuff... everything they offer is good but what impressed me the most is their fish batter fry which was really good...and it also comes with very gentle pinch on your pocket...so the next time you are in golpark in the evening and want some snacks to munch on you know where to go...,positive
9722,"Nice place for hangout.. well decorated.. Food is good.. I have tired kebab platter and chowneain..

Taste-3.5/5
Ambience- 3.5/5
Pocket friendly-3/5

Strongly recommend.",negative
5021,"Nice decor, Price within range... Will love the music ... And must try is their pan fried chicken... Liquor collection is also good.. Nice service too.. Had a great every time I visited",positive
8319,"So here is the combo plate of veg fried rice and schezwan chicken which I ordered yesterday night to satisfy my hunger pangs. From delivery to food packaging everything was good. The price is also impressing .Apart from this, both the rice and chicken was well cooked and tasty. Thumbs up to this place ❤👍",positive
7974,"It's really hard to find a perfect place for momos.China Bite is a small joint near Bosepukur petrol pump mainly for take away. They serve amazing momos, the fillings are full of chicken with a thin coating which tastes damn delicious.
In frame ⏺️Pan-fried Chicken Momo
⏺️Steamed Chicken Momo",positive
4287,"This place was earlier used to be kafe bindas. The new version being named as 10e cafe located in theatre road. Been there for some quick bites. The ambience is quiet nice with graffiti painting in the wall. A nice and cozy place to chill. We had chilli cheese toast, cheese garlic bread, baked pe ne pasta in mix sauce, Masala French fries, cheese Maggi and ginger tea.
The taste is average.",negative
359,"If you are a pizza lover then there cannot be a better play than Domino's. We had made a bulk order to our office and everything had fallen into place. Quick delivery, amazing pizzas with cheese burst and extra cheese. Packaging properly done. The crust was so thick that it filled the tummy completely.

Domino's never gets old and waiting for my next visit.",positive
440,"• Great place to booze and hangout with friends.
•Not really pocket friendly.
•Food is good.
•Service is late.
•Great place to spend all of your money at once. 
•Good ambiance.
•Outdoor table facilities are also available.",positive
2540,I ordered from...here ... combo packs are really good and pocket friendly... Taste is good ... I ordered same thing 2times from here...but packaging is not so good... 👍,positive
6020,"Located in the Globsyn Crystal Building in Sector 5, this is apparently the go to place if you like South Indian food.. I am a big fan of South Indian food, and having stayed in Bangalore for almost a decade you come to appreciate authentic South Indian food..

Had ordered the Paper Masala Dosa and Filter Coffee.. The sambar and the coconut chutney were not good at all.. The dosa was just about OK.. Filter coffee is known for it's strong aroma but this one was like your normal coffee.. Nothing special..

Service is slow.. Prices are OK.. Good location.. 
                                                facebook.com",negative
3650,"09.10.18
Ordered Chika Licka Burger with add-on sausage and the Sloppy Joe Burger.
The former was yummy.
The latter was drowned in mustard, which is strange, considering mustard should be an option. Some do not like it, and I am one such.
Thus cannot give over-all top rating.
The size for both was good and tastefully presented.",positive
6138,"Delivery was very prompt.
Ordered
1) veg cheese burger -- I loved the taste. Size was really good unlike other places I ordered burger from. The buns were very soft. The Patty was also tasty. Best part was that it was dripping cheese. I loved that.

2) mix sauce pasta -: could have been better. Penne pasta was used, sauce was okayish.

P.S. - they provided a small pouch of potato chips. Which was good on their part.

Packaging was very good.",negative
11080,Food is overpriced. The flavours r overlapping.. be it fish/chicken/prawn. Bar is quite good... The hookah was really really nicely prepared. and please donot ask for 500 rupee tip to customers.. that's too much..,negative
1505,"What a pretty place this is.A liitle tricky to find but its a gem of a place with a perfect Russian menu.
The country songs played sets the mood.The decor is beautiful. They offer a number of board games.The couches and chairs are very comfy.The grreenish theme is very soothing.
What we ordered:
Grilled Chicken in mushroom sauce
Ham and cheese bliny
Hot chickes
Icy spicey(berry)
Baked cheese cake

Taste:
1st of all they plate their dishes very beautifully.
The taste of every dish did justice.
The grilled chicken in that cheedy mushroom sauce was heavenly.
The ham and cheese bliny was a new try and tasted pretty different and nice but i was there was a little more cheese in it.
The hot chickes were finger licking good.
Icy spicy was a soda based drink.Spicey sweet citrusy.Yummy!!
The cheese cake is one of the best cheese cake i ever tried.It was so smooth the texture felt real nice and the plating was so outstanding.

Highly recommended.I loved my time there.",positive
4736,"I guess combo is their strength , best combo over Kolkata , I have ever have..
Chicken combo/thali was amazing , quality & quantity was very good. But the service was poor , will suggest to make an well marketing strategy with well service , otherwise its amazing experience with food.

All the best !!

Cheers !!",positive
2072,"Bahamas 24x7 is easy to locate. Getting straight to the quality of food, it's really good.
Although, the Navratnakorma wasn't up to the mark, it had pineapples garnished all around and looked much like Raita.
The other dishes were excellent!",positive
10864,"Sonali Chinese restaurant is located at Sealdah beside Surendranath Law College which mainly serves Chinese quick bites though not authentic one.

Shabby ambience with limited sitting arrangements.

Slow service and 

Tried Fried rice & Chilli Chicken. Fried rice was average, oily but quantity was sufficient. Chilli Chicken was spicy and was mediocre but again quantity was ample.

Pocket pinch is economical.

Conclusion - An average place for  average food at a cheap price.",negative
7717,"Ordered Plain Naan and Dal Makhani. It was very well packed and very tasty. Simple tasty and good. Looking forward to ordering more from them.
Value for money is good.",positive
8107,"Ordered online some crispy chicken wok street style, and drums of heaven street style, for some casual evening snacks, during the durga pujas, and I must say was amazed with the delivery speed and taste of the food even during such rush! Looking forward to visit this place and try out their menu.",positive
7491,I tried their fried rice.Taste was average.Nothing great.So was the staff and ambience. Average restaurant with average quality food served.,negative
11082,"I've been to places like Koshe Kosha, Bhojohori Manna etc. But I never loved any of those. Overpriced items albeit not so overwhelming taste and quantity. Jaganmata Bhojanalay, I was taken to, for a surprise treat. I must say I was surprised. The price and quality... just fantastic. The 150 year old place, where you'll get the authentic finger licking taste from Odia Bamun Thakur. Trust me, you'll want to visit again and again for Bengali food within budget and with excellent taste.",positive
33,"Overhyped. Food was dreadful and way too much pricing. There was a entry charge of 1000 rupees. That means you will be forced to buy your drinks and food , even after you don't like place.
The music playlist is really bad , which will play a nice role to kill your mood.
Ambiance is good and the view is superb.

Food : 2/5
Service : 1/5
Ambiance : 4/5",negative
5180,"This restaurant is located in Monohor Pukur Road,Hazra-just in backside of Hazra-Ballygunge,Hazra-Tollygunge Autostand.
Though the restaurant may look like crowdy from outside,but it is actually spacious enough.
They serve South Indian food and we took one sada dosa,one mashala dosa,one plate fried idli and two lassi(salted). Total it took Rs.495.
The service was quick and the staff were good.
Dosa size is one of the largest dosa in the city and they tasty and crispy too. I had tried fried idli for the first time anywhere and it was good.
Only bad thing was the lassi,it was too salted.",positive
5917,It's a online order.I ordered Jeera rice and chicken do pyaza. I love their chicken dopiaza. Testing quantity was very good. recommended everyone ❤,negative
7746,"Very Under Rated Restaurant. Really good quality Chinese and Tibetan food considering Portions and Hygiene. As a regular customer recommending their Chicken Hot Pickle, Sweet and Sour Chicken along with both Noodles and Rice varieties. #GoldenSun #GreatFood",positive
4376,"As my sister had zomato coupon, today she ordered a plate of murg kasturi kebab for us. It tasted very good, well prepared and packed. The delivery was also on time. Looking forward to try some other dishes from sher e punjab hotel.",positive
6930,"Our generation is Pasta eater and we know what is 'Pasta' in whatever sauce. 

Ordered 4 plate Chicken Cheese Pasta and got something semi mashed sweet tasting mixture of macaroni n fusilli with small chunks of carrots, onions n some Chicken. 

I think they need to change their cook because I am definitely scared now",negative
5247,"I went to this place few times back.. And over there wat we saw was that the staff focused on the person who were ordering hookah, who were not ordering it they were not even bothered to take orders.. . And the ambience was eee(dirty, bad) i don't know what was that.. The floor(carpet) was totally wet, food was good although.. But experience and other things apart from food was really bad.",negative
10472,Located on bypass this place looks impressive with unique sitting arrangement. Its an open aor restaurant but the food is ordinary. It's an ideal plave to sit and have some snacks in a breezy evening. I never had the opportunity to seat and eat in this place but had packed food from this outlet twice. Quantity  of food is good and prices are also cheap but the taste is ordinary.,negative
4900,"We had gone for breakfast to Kurry Patta on theatre road.The place was open as early as 9.30 in the morning which was impressive.We had ordered Idli and Vada,the Idli was soft & light and Vada Crispy.The place was neat and clean,service quick.Wont mind going back.",negative
1146,"If you are confused and wondering what to order, Chinese or Indian, a multicuisine restaurant is your best option. That too in budget.

Coriander chicken - one of the best appetizer I had that day.

Zafrani kebab - absolutely enjoyed the medium spicy coat and tender chicken pieces.

Kashmiri pulao - loved all the fruits and paneer they have added to make this item more luscious.

Ghost zafrani korma - the gravy was wellmade with perfectly cooked mutton.

Pan fried chicken gravy noodles - this was a stunner, and not many places do justice to this preparation.

Blueberry firni - a unique combination of firni and blueberry but the sweetness was nicely balanced.

Classic virgin mojito - a drink that goes with all sort of palates.

Location - a few steps from Hazra more, behind Keya Seth's mall

Ambiance - small but lively, perfect for family dinners.

Overall a must visit.",positive
3440,"Great place to hop in when you are hungry, especially when everything around the place is shut at wee hours of the night, as it's open till late.. Love their pizzas, although they serve Chinese, Continental and Indian dishes too. Good option if you love eating Pizza anytime of the day, just like me.",positive
6443,"From serve time to the quality of food and service, everything is good. But food was not that steaming hot when served. Tasted butter chicken in red curry for the first time and it was delicious. Priced around 10%-15% more than the other ones nearby, but you can taste the difference. One of the best in its location and category.",positive
11249,"this place knows me from years now, and somedays even i dont feel like cooking or after cooking one half of the meal, i get lazy. so i pick up the phone and say 144, and they know the rest. before there used to be a gaming shop right opposite to eat and before i got myself exported, lol, almost evryday while gaming 4-5 pf us used to take a break after 2-3 hrs normally around 1600 hrs and go hog here. One of my friend had moved to australia and first thing we talk about is chicken lung fung soup, the only thing he will always take for yrs in row. when ever we all are in the country together we make sure we pay a visit before we get exported again. This time am home a little longer so i guess i will get to eat a little more :)",positive
9154,"Wasn't very Happy with the quality of food .
Service was pathetic

Hope they will make it better.

Thanks for serving me.

All the best for future.

Cheers !!",negative
1028,"Newly opened restaurant just opposite of PS aviator, brand factory. Very accessible location and easy to reach by any means. Ambience is too good and large area. whole decoration goes well with their food speciality. Ordered for chicken Kasturi kebabs, mutton Biryani, chicken kasha, tandoori roti, cucumber raita and all the items found good and tasty. Most importantly price at which they are serving as compared to other nearby restaurants like arsanal, Aminia 20-30% less. Overall nice experience.",positive
321,"Traffic Gastropub is definitely every youngster's go to place for hangouts. Its extremely cheap alcohol rates make it even more popular. The decor of the place is done very thoughtfully and the all time dj makes sure to maintain the peppy ambiance of the place. During the happy hours, sometimes it becomes really difficult to get a seat as there's immense crowd. I've visited the place quite a lot of times now and have had a good experience every time.",positive
9749,The food I didn't recieved but the status reflecting delivered.,negative
3049,"The Social Kitchen is the primary restaurant of the newly opened Holiday Inn near the Airport. It shares its space with the Urban Kitchen, which turns out to be the lounge version of the Social Kitchen. The structure of the hotel has been done up well with well-appointed, cozy rooms. The roof the restaurant has a couple of beautiful art decorations installed. They give a nice look and feel to the ambiance. Some sort of music could have bettered the ambiance a bit.
                                                ...Read full post on aninsatiablefoodie.wordpress.com",negative
2506,We have ordered food from here several times.. Amd wat i love the most is there pizza paratha. It taste so yumm.. The quantity is good. Taste is really nice.. We have also order baby corn nd few other things.. Thia place never disappoint us,positive
884,"Visited this restaurant after reading the rave reviews of the place. The restaurant is on the first floor of a narrow, tower-like apartment complex. Strangely, it has no proper entrance and signboard. The stairway leading to the place is narrow and dingy.

Once inside, the surroundings are cramped. All these are compensated by the food though. Ordered the 555 Thali. The welcome drink, Lebu Lonka was appreciable. The starters and the main course were served simultaneously, which is a bit surprising. All the items were superbly and freshly cooked. Although several items could be repeated as part of the deal, the first serving was so substantial that one doesn't really needs to repeat anything. Of special mention is the prawn malai curry, the mutton curry, the fish cutlet and the chicken paturi.

Kudos to the management for their superb fare at very reasonable rates. Coupled with cooperative and gentle staff. I wish Saptapadi every success in the coming days.",positive
5184,"Especially enjoyed the pizza here. The best thing about the pizza is that it is made from 100% fresh ingredients and tastes refreshing.

Sometimes the dosa batter here is a little fermented what if you come here early in the morning may be that dosa will be better.

I've also tried the Thali and it is also very delicious especially the Sambhar.

I will be near many many times and would recommend everybody to visit this place",positive
6446,For a one of the office colleagues birthday we ordered truffle cake.. It's really yummy in taste. This is purely a bliss full of dark chocolate and crunchy bites.,positive
5594,"The best Chinese fine dining in the City of Joy. The team is friendly and suggest the best. It is always an experience to be at Place . Value for money is 100% given the ambience, quality and quantity of food along with the best service.",positive
10925,Good quality.. some how the noodles and fried rice of this place tastes likes the ones in tyangra china town. Bt tere wong's special chicken was not that good. Will try chilly chicken and other common dishes soon. Still 5stars for the rice and noodles,positive
10181,Nice place to have authentic madrasi food we had dhosa and dahi vada taste really good the good thing about this place is staffs ar very help full,positive
9377,"Worst biriyani, I ever had in my life... Very bad quality, having no taste. Most important thing was, the biriyani was dry. Not recommended at all.",negative
1336,Ordered the Paneer in Schezwan Sauce which was spicy exactly how I wanted it to be. The Firni was amazing too. Would want to visit again to explore more options for the vegetarians,positive
2459,"Dilli 6 as the name suggests, derives it's flavours from the street of our capital..

Top notch Flavours guaranteed.

Their Afghani chicken is rich, creamy and buttery to an unimaginable extent.

Highly recommended.",positive
8817,"I have been ordering from this restaurant since their early days, so pretty much all their popular dishes like Biryani, Chicken Tandoori, noodles, prawn curries, chicken chaanp, momos and other Chinese dishes.
The quality, I'll admit, has gone down markedly in comparison to the early days.
But it's still the only decent go-to option considering the locale. The staffs are friendly and the decor is simple yet elegant.
The quantity of any dish of Have More is to swear by. Even a plate of momo can become your dinner, as it comes with 8 huge pieces and a large bowl of broth.
Tandooris are quite good, though the meat can be a little more tender.
The Chinese side dishes are a disappointment, as all of them taste more or less the same, albeit with minor variations. It's better to stick to all the Indian dishes and just noodles.",positive
3337,"Went here for lunch in a huge group. We ordered for biriyanis, mixed gravy noodles, mixed fried rice, mixed hakka noodles, garlic chicken, chilli chicken, mutton kasha, rotis, nuns, salad. Loved the gravy noodles the most. The mutton was a little undercooked. The biriyani was not upto the mark. Rest of the food was fine.",negative
582,"One of the best places to have breakfast if you are in the Elgine Road Area. 
Has good collection of food and free wifi if you want to get some work done.
Air Hockey and fussball table are available if you wish to while away some time with someone else.
Would recommend this place even if you are not a bike enthusiast.",positive
7333,"Rahmania runs by its name and legacy but it isn't the same as it was in the early days. Since it comes close to Park Circus area, the demand is high. It's not that the food is bad but isn't that authentic as per it's legacy and other fee outlets nearby.

Most of their preparations are delicious but somehow, the biryani lacks the punch for me. I used to work in this area and have had my share from here many times along with some of the other biryani joints as well.

They need a little work at the interior section cause it's still like Nokia in an Android world hypothetically. It's not completely tidy by somehow does the job.",negative
8463,"This is a continental takeaway counter located just beside Pou Chen and Kookie Jar in Gariahat....just near the Standard Chartered Bank.
I ordered Pork-B-Que (wrap) and The Mac (which is a pork patty in Mac n Cheese buns with cheddar cheese and lettuce). The porks were succulent and juicy and well proportioned and tasted so good!! It was a delightful experience and I am sure to drop by again!!",positive
4298,This place is located in ballygunj...if u r coming from gariahat side then u need to take 1st right after crossing haldiram restaurant...it's a small place..but the ambiance is nice & innovative...every part of the restaurant can be related to Mumbai....I went to this place with an expectation of eating authentic Maharastrian delicacies...but they don't serve authentic Mumbai dishes...they modernized all the dishes... however still food tastes good...their main USP is their service & presentation...I must say they serve food in a most innovative way possible... overall a nice place to visit....,positive
455,"The place is good in terms of ambiance and service. The only thing that needs improvement is food. Ordered North Indian food which turned out to be really bad. If the quality is improved, the place is perfect.",negative
8290,I went in for their buffet lunch on sosti . They had so many options to choose from . It was Bengali lunch so we had different kinds of chutney and fries . The chicken and mutton was also very good . The staffs we're courteous .,positive
6727,"It was just few clicks with swinging mood - confused, what to eat what not to, order online or don't order, or just fill ur belly up with what has came out of ur kitchen playground...
but guess what I have ordered combo meal... yes with quick and fast service I am happy 😊..the food was not that high on standard but it was not bad either... or may b they 4gt to add salt 😅... with okok typ mood I will gv another shot to decide my like to be placed with this outlet or not...",negative
8856,"This is the worst cafe I've ever seen.All boys and girls are dancing so shamelessly in a cafe by removing the sofas and the music was so intolerable. Comes to hygiene it's the most unhyfenic cafe ive ever been, the washroom was so dirty we literally puked . Lipstick and all were left around in our place . And comes to food and hookah it's the worst . I guess they don't have any idea and i doubt wether it's a cafe or not because people were so cheap over there . And there's no maintainance in a cafe . It's the worst and no one should every visit this place and I don't recommend anyone to go and spent a single bit it's not worth it . It's nothing but ghatiya.",negative
2947,Pathetic behavior from the staff .. I have been eating food all over India but this behavior is one of the worst .. I would suggest ppl not to go to this place ever,negative
8890,"Just avoid this place.. pathetic service..

Worst food quality..

Don't waste your money..

Horrible experience.. very slow service and they cancelled some of the items ordered with out even asking..",negative
4959,"It was a great experience.
1. Taste and quality was good.
2. Quantity was enough.
3. Ambience was soothing.
4. Background music was great.
5. Service was prompt, they didnt took much time.
6. Staffs were well behaved.
7. Price reasonable.
We ordered egg noodles, egg fried rice , burnt garlic veg fried rice, chicken manchurian , star fried golden prawn in chilli sauce & ice cream.",positive
11229,the food is good for the price and the quantity served is also quite satisfactory. introducing a few more items will be better. overall its a nice place to satisfy your hunger within budget.,positive
8358,"When you're hungry and starving and you get to see mouth watering dishes at cheap cost you always go for it. Same thing happened when I saw egg fried rice and chili chicken and I ordered it without having second thought.
It didn't took much time to deliver the food and the packing was really good and the delivery was done with care. As I opened the packet I realised that the quantity is more than most of the shops as in that price. The chili chicken was well cooked I realised that the chili chicken is not what we always eat but it was spicy and the fried rice was really cooked. At this price I must say that the quality and the quantity both are good.",negative
2155,This restaurant in New market is located in the same building where KFC and Wow Momo is located. It's ambience is pretty. Staffs are very polite but service is slow. Coming to the food..food tasted very average..not very good not very bad. I had a tough time with the ice cream as well because it was very hard...I couldn't understand it's taste. So I didn't really enjoyed the food much here.,negative
3786,"Had my best lunch ever. Ordered grilled chicken cheese pasta and grilled chicken with stuffed cheese. You won't believe unless you have a bite of it. It was freaking filled with cheese and melted my soul to cream with it.
Food was sooo damn good I can't explain with words.
Please have a visit to this place.",positive
11015,One of the high end Indian restaurants on the park Street belt. A hidden gem to be honest. Lovely kebabs and main courses on offer. Would recommend the kebab platter here. Prices are steep but hey if you see the decor and ambience I would be ok paying a bit higher for it. Mocktails could be revamped out a bit. It's kinda cliche for me. The menu is vast diverse and authentic. Good place and a must try.,positive
7756,"Well this CCD is indeed a very good ambience in all aspect. Now come every aspect-
First of all the place is just opposite to Gitanjali Metro Station, if you come from garia bus stand you may walk for that for enjoying afternoon. And very close from Naktala Udyan Sangha you may visit here at the time of pujo hopping.

Secondly, The ambience is looking nice. The staff behavior is so good. Service is perfectly all right. We ordered A King Size Coffee, one Egg Wrap and a combo of A cup of coffee and Chiken Wrap.

Last but not the least....The tatse of food is just awesome. Personally I don't like the Egg Wrap and that is just waste of money...Yea it is true CCD is few costly it is not in poket pinch.
But the combo is ok you enjoy the food the chiken wrap and coffee is so good you must enjoy the cappuccino.

You must enjoy the day over a cup of coffee...",positive
575,"It is the place famous for the bengali food
They are good at buffet if you are non vegeterain lover because ample of variety to enjoy over
And for the vege people they have peas pooris which i personally liked it
I liked their jaggery icecream and food was super yummy 
We went after dusmi on my bhai birthday family get together

Loved the decor and the ambience
                                                sairsapataaurswad.wordpress.com",positive
263,Excellent lounge and party area both covered and open ones. Great music and amazing view. A super place to go in winters and chill out with the great hookahs they serve. Great hospitality. Valet parking is available too !,positive
2801,"Went there at christmas eve.Located nearby korunamoyee.the restro was quite small.interior and decor was average.We ordered squid.and fish fry starters.smoked mutton biriyani,nun,malayasian fried rice in main course.Biriyani was. Really sumptous.Nun was not so good.Cost was affordable.overall good experience.",negative
6241,"Had ordered
Cheese masala dosa ,
Dahi vada.
Was yum tum for my evening snack yesterday..
Highly recommended. The taste is very distinct and superbly served with a dense veggie filled sambar..I personally love their sambar..",positive
5185,"What better way to start your lazy Sunday mornings, than with this special coffee at Hotel Homely Raj or Raj restaurant as it is popularly known in the Locality. Known for it famous dosas and other south Indian delicacies, this place is usually crowded during the breakfast hours. 
Considering the sizes of the dosas, i'd say get 1 dosa for two people, if you do not want to start your day with a really heavy stomach. I visited with my family and got the cheese masala dosa, plain masala dosa and the puri. But highlight of the breakfast was this coffe at the end. It is advertised in their indoor screen as ""Dancing Coffee"" because u can see the swirling milk interact with the dark coffee beneath. But beware, it is twice the normal shot of a coffee. So it is better split between two people. And look out for the milk foam on the top, scoop it up and try to taste with your tongue. 

P.S. it was my papa's recommendation. I didn't expect this to be such a good experience.",positive
9213,Food was not so good.,negative
10215,"Really a good Chinese casual eatery in and around dashadrone and kalipark area. Their food is really hygienice, tasty and very close to authentic Chinese. Its surprising to see such taste, ingredients, menu and quality in such a small roadside restaurant. The thukpa, Momo, shayfaley, noodles, are exceptional. The use bhetki and decent size prawns in their preparations. Definitely a thumbs up for this place. ❤️",positive
272,"I’m so glad We’ve chosen this place to celebrate our second year of registry marriage. We came through this place via Zomato. It had am offer which included a bottle of wine and added 30% off on the ala carte menu.
There’s nothing much to describe about the ambiance. It’s inspired from London’s 10 Downing Street. Very classy indeed.
Coming to food we went for their Chinese platter which had chilli fish, chicken wings, fried wanton and dry chilli chicken. All of them tasted equally amazing. We ordered peri peri baby corn too. It came with lip smacking mayonnaise. Batter was light and airy and the corn was cooked really well. We went for a Long Island ice tea also which shook me to be honest. After that I was literally flying.
Giving 5 to any place is really a big deal for me it’d have been a four, however they surprised us with a fried ice cream with a magic candle on it. I loved that touch. Amazing place worth of more visits.",positive
396,"The pizza was delectable and surprised me entirely because I only find thin crust everywhere, I don't know if it qualifies for 12 inch pizza or not but the taste compensates for everything.
Now the burrito was entirely the opposite as it kept falling apart. The filling was A1 , though the quantity of chicken seemed less but flavour wise was great. Hope they would make better burrito wraps in the future.",negative
